ticker,engine,scheme,layer,threshold,date,close,reference_high,drawdown,ma25,ma25_slope_5d,vol5,vol60,volume_ok,shrink_ok,price_near_ma25,filter,filter_pass,ret_21d,ret_63d,ret_126d,ret_252d,max_adverse_252d
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2016-01-15,364.33099365234375,465.3210144042969,-21.70%,434.0840783691406,-1.38%,105448301.6,61711363.46666667,True,False,False,D_VOLUME,False,6.10%,12.41%,21.50%,65.47%,0.00%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2016-01-15,364.33099365234375,465.3210144042969,-21.70%,434.0840783691406,-1.38%,105448301.6,61711363.46666667,True,False,False,D_2560,False,6.10%,12.41%,21.50%,65.47%,0.00%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2016-06-22,596.1160278320312,766.3079833984375,-22.21%,627.1314331054688,8.05%,227950198.4,104149889.26666667,True,False,False,D_ONLY,True,9.79%,-2.67%,13.79%,105.08%,-8.16%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2016-06-22,596.1160278320312,766.3079833984375,-22.21%,627.1314331054688,8.05%,227950198.4,104149889.26666667,True,False,False,D_MA25,True,9.79%,-2.67%,13.79%,105.08%,-8.16%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2016-06-22,596.1160278320312,766.3079833984375,-22.21%,627.1314331054688,8.05%,227950198.4,104149889.26666667,True,False,False,D_VOLUME,True,9.79%,-2.67%,13.79%,105.08%,-8.16%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2016-06-22,596.1160278320312,766.3079833984375,-22.21%,627.1314331054688,8.05%,227950198.4,104149889.26666667,True,False,False,D_2560,True,9.79%,-2.67%,13.79%,105.08%,-8.16%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2017-01-06,902.2009887695312,1154.72998046875,-21.87%,902.6089575195313,5.95%,322874796.8,121464606.46666667,True,False,True,D_ONLY,True,1.95%,23.78%,91.11%,303.18%,-13.79%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2017-01-06,902.2009887695312,1154.72998046875,-21.87%,902.6089575195313,5.95%,322874796.8,121464606.46666667,True,False,True,D_MA25,True,1.95%,23.78%,91.11%,303.18%,-13.79%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2017-01-06,902.2009887695312,1154.72998046875,-21.87%,902.6089575195313,5.95%,322874796.8,121464606.46666667,True,False,True,D_VOLUME,True,1.95%,23.78%,91.11%,303.18%,-13.79%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2017-01-06,902.2009887695312,1154.72998046875,-21.87%,902.6089575195313,5.95%,322874796.8,121464606.46666667,True,False,True,D_2560,True,1.95%,23.78%,91.11%,303.18%,-13.79%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2017-03-18,973.8179931640625,1274.989990234375,-23.62%,1189.190712890625,1.39%,501915996.8,200814995.8,True,False,False,D_ONLY,True,20.76%,114.08%,188.57%,802.73%,-3.73%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2017-03-18,973.8179931640625,1274.989990234375,-23.62%,1189.190712890625,1.39%,501915996.8,200814995.8,True,False,False,D_MA25,True,20.76%,114.08%,188.57%,802.73%,-3.73%
BTC-USD,比特幣引擎,BTC_A_20_35_50_65_80,D1,-20.00%,2017-03-18,973.8179931640625,1274.989990234375,-23.62%,1189.190712890625,1.39%,501915996.8,200814995.8,True,False,False,D_VOLUME,True,20.76%,114.08%,188.57%,802.73%,-3.73%
