ticker,engine,scheme,layer,threshold,date,close,reference_high,reference_mode,drawdown,ret_21d,ret_63d,ret_126d,ret_252d,max_adverse_252d
AMD,AI基礎建設,AI_A,L1,-15.00%,2011-06-03,7.96999979019165,9.4399995803833,52w_high,-15.57%,-10.41%,-16.19%,-28.48%,-29.36%,-43.16%
AMD,AI基礎建設,AI_A,L2,-25.00%,2011-06-17,7.0,9.4399995803833,52w_high,-25.85%,-7.43%,2.86%,-28.00%,-15.29%,-35.29%
AMD,AI基礎建設,AI_A,L3,-35.00%,2011-08-08,5.940000057220459,9.4399995803833,52w_high,-37.08%,13.80%,-4.55%,20.03%,-32.32%,-33.16%
AMD,AI基礎建設,AI_A,L4,-50.00%,2011-10-03,4.53000020980835,9.4399995803833,52w_high,-52.01%,17.00%,20.97%,76.16%,-27.81%,-27.59%
AMD,AI基礎建設,AI_A,L1,-15.00%,2014-01-22,3.6700000762939453,4.639999866485596,52w_high,-20.91%,0.54%,15.80%,2.45%,-32.70%,-38.96%
AMD,AI基礎建設,AI_A,L2,-25.00%,2014-01-24,3.4700000286102295,4.639999866485596,52w_high,-25.22%,6.34%,16.71%,8.36%,-24.78%,-35.45%
AMD,AI基礎建設,AI_A,L1,-15.00%,2014-06-24,3.940000057220459,4.639999866485596,52w_high,-15.09%,-5.33%,-6.35%,-32.49%,-33.50%,-43.65%
AMD,AI基礎建設,AI_A,L1,-15.00%,2014-07-18,3.8299999237060547,4.659999847412109,52w_high,-17.81%,9.92%,-31.07%,-37.60%,-53.00%,-53.26%
AMD,AI基礎建設,AI_A,L2,-25.00%,2014-09-30,3.4100000858306885,4.659999847412109,52w_high,-26.82%,-18.77%,-22.87%,-21.11%,-49.56%,-52.49%
AMD,AI基礎建設,AI_A,L3,-35.00%,2014-10-09,2.950000047683716,4.659999847412109,52w_high,-36.70%,-5.76%,-10.85%,-5.76%,-33.56%,-45.08%
AMD,AI基礎建設,AI_A,L4,-50.00%,2015-01-20,2.240000009536743,4.659999847412109,52w_high,-51.93%,36.61%,4.91%,-19.64%,-19.64%,-27.68%
AMD,AI基礎建設,AI_A,L1,-15.00%,2016-09-08,6.230000019073486,7.670000076293945,52w_high,-18.77%,8.35%,53.45%,123.27%,96.63%,-7.87%
AMD,AI基礎建設,AI_A,L2,-25.00%,2016-09-13,5.739999771118164,7.670000076293945,52w_high,-25.16%,15.33%,86.06%,143.55%,112.89%,0.00%
AMD,AI基礎建設,AI_A,L1,-15.00%,2016-11-10,6.300000190734863,7.670000076293945,52w_high,-17.86%,69.52%,114.13%,81.27%,78.73%,0.00%
