date,ticker,industry,pattern,close,ma25_slope_5d,vol5_over_vol60,ret_5d,ret_10d,ret_20d,ret_30d,ret_60d,max_adverse_60d
2013-03-15,V,金融支付,沖量,36.06674575805664,0.22%,1.03,0.97%,5.55%,1.73%,5.90%,13.52%,-1.61%
2013-03-18,V,金融支付,波段,35.95753860473633,0.16%,1.17,3.75%,6.25%,4.20%,6.57%,13.54%,-1.31%
2013-04-03,V,金融支付,波段,37.47710418701172,1.32%,1.06,1.36%,-1.53%,0.77%,10.53%,12.05%,-2.10%
2013-04-08,V,金融支付,誘多,37.82741928100586,1.00%,0.82,-3.01%,-1.66%,7.58%,9.41%,11.60%,-3.01%
2013-04-09,V,金融支付,縮量黑馬,37.47710418701172,0.83%,0.77,-0.02%,0.55%,9.13%,10.40%,13.74%,-2.10%
2013-04-22,V,金融支付,誘多,37.199581146240234,0.40%,0.89,2.67%,9.39%,11.26%,10.40%,16.18%,0.00%
2013-05-02,V,金融支付,沖量,39.89976119995117,0.65%,1.20,1.81%,2.70%,1.75%,3.34%,9.65%,0.00%
2013-05-22,V,金融支付,波段,41.053138732910156,2.05%,1.27,0.49%,-0.44%,-0.93%,5.91%,-3.71%,-3.27%
2013-05-30,V,金融支付,誘多,41.255958557128906,1.78%,0.92,-0.93%,0.67%,1.78%,5.35%,-0.88%,-4.19%
2013-06-06,V,金融支付,波段,40.873104095458984,1.32%,1.07,1.62%,-0.50%,6.38%,5.89%,-2.57%,-3.29%
2013-06-13,V,金融支付,誘多,41.53400421142578,0.27%,0.89,-2.08%,1.10%,4.65%,6.01%,-1.85%,-4.83%
2013-06-21,V,金融支付,波段,40.90728759765625,0.19%,1.14,1.81%,4.79%,6.53%,2.81%,6.94%,-3.37%
2013-07-01,V,金融支付,誘多,42.210845947265625,0.30%,0.97,1.07%,2.25%,3.36%,-3.23%,3.61%,-6.35%
2013-07-09,V,金融支付,沖量,42.66208267211914,0.90%,1.03,1.16%,0.74%,-2.30%,-7.30%,2.66%,-7.35%
2013-07-10,V,金融支付,波段,42.54814910888672,0.93%,1.13,1.57%,0.03%,-2.84%,-4.27%,1.23%,-7.10%
2013-07-16,V,金融支付,誘多,43.158905029296875,1.05%,0.95,-0.42%,1.09%,-5.36%,-7.86%,-2.74%,-8.41%
2013-07-30,V,金融支付,沖量,43.628360748291016,1.18%,1.03,-4.47%,-6.38%,-8.85%,-2.50%,4.08%,-9.40%
2013-08-02,V,金融支付,波段,41.93281173706055,0.39%,2.76,-2.28%,-5.73%,-5.03%,3.11%,10.57%,-5.73%
2013-09-10,V,金融支付,誘多,42.144866943359375,-0.50%,0.72,3.80%,4.74%,-1.12%,8.34%,10.05%,-1.12%
2013-09-20,V,金融支付,沖量,45.396095275878906,1.75%,1.33,-2.91%,-4.20%,0.81%,0.17%,4.70%,-8.20%
2013-10-02,V,金融支付,誘多,43.79560089111328,1.68%,0.57,-4.15%,1.99%,6.26%,4.36%,14.75%,-4.84%
2013-10-16,V,金融支付,誘多,44.66548156738281,1.26%,0.66,1.67%,4.19%,2.33%,4.48%,12.12%,0.00%
2013-10-30,V,金融支付,誘多,46.53539276123047,0.88%,0.73,-2.36%,-1.78%,0.29%,0.02%,8.63%,-3.79%
2013-11-04,V,金融支付,沖量,44.84584426879883,0.78%,1.05,1.45%,1.98%,2.92%,8.79%,9.90%,-0.16%
2013-11-05,V,金融支付,波段,45.0627555847168,0.64%,1.09,0.46%,0.21%,2.93%,9.33%,8.38%,-0.64%
2013-11-13,V,金融支付,誘多,45.705196380615234,1.23%,0.76,-0.83%,2.11%,1.83%,9.96%,11.29%,-1.20%
2013-11-20,V,金融支付,波段,45.3254280090332,0.76%,1.03,2.96%,1.81%,9.07%,10.96%,13.21%,0.00%
2013-11-27,V,金融支付,誘多,46.66836166381836,0.35%,0.73,-1.12%,-0.27%,7.69%,7.31%,11.04%,-2.24%
2013-12-09,V,金融支付,沖量,46.1192741394043,0.09%,1.06,3.06%,8.16%,10.23%,13.22%,12.09%,-1.07%
2013-12-10,V,金融支付,波段,45.625125885009766,0.18%,1.03,6.93%,9.68%,11.27%,10.94%,13.28%,0.00%
2013-12-26,V,金融支付,誘多,50.3768424987793,1.77%,0.90,0.44%,0.42%,-1.81%,0.16%,-0.64%,-3.06%
2014-01-14,V,金融支付,誘多,50.937347412109375,1.77%,0.83,4.64%,-2.48%,0.86%,1.81%,-9.31%,-8.85%
2014-01-17,V,金融支付,沖量,53.117591857910156,2.03%,1.48,-6.87%,-8.06%,-2.46%,-2.70%,-11.96%,-15.16%
2014-01-23,V,金融支付,波段,52.218505859375,2.28%,1.53,-3.23%,-4.05%,-1.97%,-1.00%,-8.21%,-13.70%
2014-02-06,V,金融支付,波段,50.10459899902344,-0.43%,1.33,2.49%,2.17%,3.18%,2.17%,-5.25%,-10.06%
2014-02-10,V,金融支付,誘多,50.456912994384766,-0.25%,0.97,2.68%,3.16%,3.19%,-0.80%,-5.20%,-10.68%
2014-02-20,V,金融支付,縮量黑馬,51.214813232421875,0.34%,0.88,1.26%,0.18%,-0.73%,-3.78%,-5.93%,-12.01%
2014-02-25,V,金融支付,誘多,52.051353454589844,0.12%,0.75,-0.71%,0.03%,-3.84%,-10.80%,-7.31%,-13.42%
2014-03-11,V,金融支付,誘多,52.06739044189453,0.70%,0.75,-0.34%,-3.86%,-10.82%,-8.08%,-6.41%,-13.45%
2014-03-21,V,金融支付,波段,51.194175720214844,0.13%,1.20,-5.05%,-7.02%,-6.38%,-7.27%,-5.44%,-11.97%
2014-05-12,V,金融支付,誘多,48.5195198059082,-0.40%,0.85,-0.45%,1.51%,1.40%,-1.66%,-0.29%,-1.82%
2014-05-27,V,金融支付,誘多,49.254154205322266,0.47%,0.78,-1.48%,-0.12%,-3.13%,0.77%,0.98%,-3.13%
2014-06-10,V,金融支付,誘多,49.196754455566406,0.81%,0.61,-1.61%,-3.02%,0.89%,3.24%,0.20%,-3.02%
2014-06-24,V,金融支付,波段,47.713382720947266,-0.02%,1.10,3.11%,4.03%,6.45%,1.40%,4.36%,0.00%
2014-06-27,V,金融支付,誘多,48.05551528930664,-0.06%,0.89,3.56%,5.61%,2.36%,0.62%,1.71%,-0.11%
2014-07-14,V,金融支付,誘多,50.75358581542969,0.44%,0.85,-0.82%,-3.08%,-4.73%,-2.08%,-5.69%,-5.42%
2014-07-18,V,金融支付,沖量,50.562992095947266,0.74%,1.02,-2.47%,-3.81%,-4.36%,-3.30%,-7.05%,-6.73%
2014-07-25,V,金融支付,波段,49.3161506652832,0.85%,1.23,-1.38%,-2.01%,0.81%,0.66%,-3.04%,-6.58%
2014-08-12,V,金融支付,誘多,48.289737701416016,-0.49%,0.86,2.43%,3.25%,3.33%,2.15%,18.88%,-4.60%
2014-08-26,V,金融支付,誘多,49.861045837402344,-0.34%,0.68,-0.84%,0.07%,-1.07%,-2.02%,15.51%,-7.60%
2014-09-02,V,金融支付,沖量,49.40091323852539,-0.31%,1.03,-0.21%,1.20%,-0.63%,-5.59%,20.04%,-6.74%
2014-09-03,V,金融支付,波段,49.44002914428711,-0.20%,1.05,0.92%,0.29%,-2.28%,-6.82%,19.94%,-6.82%
2014-09-10,V,金融支付,誘多,49.89557647705078,0.33%,0.99,-0.62%,-1.14%,-2.08%,-2.75%,20.64%,-7.67%
2014-09-19,V,金融支付,沖量,49.75062942504883,0.49%,1.22,-1.99%,-1.97%,-4.74%,11.64%,18.93%,-7.40%
2014-09-22,V,金融支付,波段,49.20537567138672,0.47%,1.26,-1.38%,-0.98%,-2.82%,12.93%,18.71%,-6.37%
2014-09-26,V,金融支付,縮量黑馬,48.75907516479492,-0.15%,0.93,0.02%,-3.28%,0.73%,19.10%,24.90%,-5.52%
2014-09-30,V,金融支付,誘多,49.08806610107422,-0.33%,0.99,-2.49%,-4.99%,1.57%,17.04%,25.67%,-6.15%
2014-10-06,V,金融支付,波段,48.72454833984375,-0.37%,1.09,-3.55%,-1.86%,14.05%,18.17%,24.04%,-5.45%
2014-10-23,V,金融支付,波段,49.29740905761719,-0.49%,1.08,10.44%,16.71%,17.68%,23.14%,20.30%,-0.41%
2014-10-28,V,金融支付,誘多,49.85646438598633,-0.11%,0.99,12.12%,15.24%,18.94%,21.00%,18.60%,-0.95%
2014-10-29,V,金融支付,沖量,49.384830474853516,-0.02%,1.08,16.24%,17.60%,20.08%,22.81%,17.15%,0.00%
2014-11-12,V,金融支付,誘多,58.0754280090332,3.72%,0.95,-0.83%,2.11%,4.43%,5.82%,5.00%,-2.22%
2014-11-26,V,金融支付,誘多,59.299400329589844,4.05%,0.85,1.51%,2.28%,3.64%,1.07%,6.32%,-4.24%
2014-12-11,V,金融支付,誘多,60.65013122558594,1.68%,0.88,0.40%,1.33%,-1.18%,-4.61%,0.80%,-6.37%
2014-12-12,V,金融支付,沖量,59.18873977661133,1.36%,1.00,1.90%,3.37%,1.56%,-4.06%,5.18%,-4.06%
2014-12-15,V,金融支付,波段,59.17031478881836,1.08%,1.02,2.93%,3.06%,-0.44%,-3.39%,3.43%,-4.03%
2014-12-26,V,金融支付,誘多,61.4569206237793,1.19%,0.63,-2.79%,-2.48%,-5.86%,-0.78%,-1.21%,-7.60%
2015-01-12,V,金融支付,誘多,59.935577392578125,0.07%,0.86,-1.22%,-3.47%,1.74%,5.19%,2.39%,-5.25%
2015-01-21,V,金融支付,波段,59.30400085449219,-0.47%,1.06,-4.24%,2.96%,4.78%,6.74%,0.49%,-4.24%
2015-02-09,V,金融支付,波段,61.18951416015625,0.09%,1.40,2.22%,2.83%,0.08%,1.29%,-0.87%,-2.60%
2015-02-12,V,金融支付,誘多,62.55927276611328,0.47%,0.94,0.77%,0.15%,-2.17%,-3.23%,1.91%,-4.74%
2015-03-02,V,金融支付,誘多,64.26348876953125,1.32%,0.96,-2.47%,-3.33%,-5.62%,-5.81%,0.06%,-7.26%
2015-03-12,V,金融支付,波段,62.25215148925781,0.89%,1.05,-0.87%,-2.68%,-1.57%,0.13%,0.60%,-4.27%
2015-03-27,V,金融支付,縮量黑馬,60.53871536254883,-0.41%,0.77,-0.52%,0.11%,2.38%,5.31%,6.11%,-1.56%
2015-04-16,V,金融支付,誘多,60.640316009521484,-0.45%,0.47,3.15%,0.61%,6.81%,4.80%,6.08%,-1.72%
2015-04-23,V,金融支付,沖量,62.55232238769531,-0.22%,1.04,-2.47%,-1.68%,2.62%,1.14%,7.54%,-3.16%
2015-05-07,V,金融支付,誘多,61.49934387207031,0.13%,0.83,5.32%,4.37%,2.87%,3.35%,14.00%,0.00%
2015-05-11,V,金融支付,沖量,63.75315475463867,0.60%,1.06,1.60%,-0.52%,-1.38%,0.76%,8.83%,-3.16%
2015-05-12,V,金融支付,波段,63.44833755493164,0.76%,1.05,2.32%,1.34%,1.55%,0.42%,7.31%,-2.70%
2015-05-22,V,金融支付,誘多,64.41991424560547,1.35%,0.55,-0.73%,-2.79%,-0.76%,-2.66%,7.14%,-4.17%
2015-05-28,V,金融支付,縮量黑馬,64.36438751220703,1.12%,0.62,-1.94%,0.12%,-1.35%,-1.64%,2.51%,-4.08%
2015-06-10,V,金融支付,誘多,64.42916107177734,0.69%,0.64,-1.26%,-1.11%,-3.71%,3.04%,1.27%,-4.18%
2015-06-19,V,金融支付,波段,63.55937194824219,-0.05%,1.01,0.09%,-0.83%,5.84%,10.31%,2.82%,-2.87%
2015-06-24,V,金融支付,誘多,63.7166748046875,-0.16%,0.88,-1.47%,-2.63%,4.20%,6.85%,1.52%,-3.11%
2015-07-10,V,金融支付,誘多,63.309532165527344,-0.34%,0.80,3.60%,9.32%,8.46%,4.22%,5.74%,-1.96%
2015-07-20,V,金融支付,沖量,67.26985168457031,0.59%,1.00,1.60%,4.22%,2.52%,-1.77%,3.33%,-7.73%
2015-08-06,V,金融支付,波段,68.08413696289062,2.04%,1.07,0.64%,0.67%,-4.17%,-5.00%,5.61%,-8.83%
2015-08-13,V,金融支付,誘多,68.52008056640625,1.77%,0.96,0.03%,-2.07%,-4.29%,-4.38%,6.52%,-9.41%
2015-08-27,V,金融支付,波段,67.10200500488281,-0.49%,1.90,-2.76%,-2.27%,-2.36%,2.18%,10.96%,-7.18%
2015-09-30,V,金融支付,波段,64.56253051757812,-0.48%,1.17,5.11%,6.52%,13.22%,13.87%,12.55%,0.00%
2015-10-05,V,金融支付,誘多,66.94447326660156,0.01%,0.98,3.82%,6.59%,4.14%,9.43%,8.67%,-0.21%
2015-10-19,V,金融支付,誘多,71.35614776611328,1.49%,0.94,1.55%,-2.30%,2.67%,3.98%,-3.97%,-5.17%
2015-10-22,V,金融支付,沖量,70.82785034179688,1.56%,1.02,2.73%,3.72%,5.07%,5.40%,-7.34%,-6.41%
2015-11-02,V,金融支付,波段,69.7156753540039,2.10%,1.50,3.75%,5.08%,6.43%,4.71%,-0.79%,-7.66%
2015-11-10,V,金融支付,誘多,73.79633331298828,2.10%,0.92,-0.82%,0.39%,-2.01%,-1.16%,-14.73%,-12.77%
2015-11-24,V,金融支付,誘多,74.08415222167969,1.17%,0.70,-0.94%,-2.39%,-1.54%,-8.66%,-9.40%,-15.06%
2015-11-25,V,金融支付,縮量黑馬,73.87059783935547,1.05%,0.65,-1.60%,-1.81%,-1.63%,-7.09%,-9.51%,-14.82%
2015-12-07,V,金融支付,沖量,73.86131286621094,0.37%,1.06,-3.37%,-2.99%,-5.38%,-10.04%,-6.92%,-14.81%
2015-12-08,V,金融支付,波段,73.4156494140625,0.47%,1.16,-0.57%,-2.14%,-6.68%,-8.06%,-8.84%,-14.29%
2015-12-22,V,金融支付,波段,71.84648895263672,-0.23%,1.06,1.25%,-4.64%,-6.05%,-7.55%,-4.48%,-12.42%
2015-12-23,V,金融支付,誘多,72.94210815429688,-0.26%,0.97,-1.29%,-7.23%,-8.68%,-13.73%,-6.95%,-13.73%
2016-02-22,V,金融支付,誘多,67.96923065185547,-0.50%,0.72,-0.92%,-1.53%,0.97%,5.35%,5.29%,-3.89%
2016-03-10,V,金融支付,波段,65.3271255493164,-0.44%,1.07,4.16%,5.58%,11.12%,12.66%,14.90%,0.00%
2016-03-15,V,金融支付,誘多,66.8993911743164,-0.23%,0.81,1.46%,6.77%,10.85%,9.53%,13.20%,0.00%
2016-03-30,V,金融支付,誘多,71.4300537109375,0.79%,0.74,1.86%,3.82%,2.58%,0.86%,2.07%,-0.39%
2016-04-13,V,金融支付,誘多,74.15591430664062,1.46%,0.67,1.81%,-1.19%,-2.85%,-0.64%,-3.96%,-7.83%
2016-04-22,V,金融支付,沖量,73.5976791381836,2.25%,1.05,-2.36%,-1.76%,-1.65%,1.99%,-0.32%,-7.13%
2016-04-25,V,金融支付,波段,72.69528198242188,1.96%,1.12,0.41%,0.10%,-1.02%,3.33%,1.74%,-5.98%
2016-05-02,V,金融支付,誘多,72.99297332763672,1.12%,0.80,-0.31%,-0.67%,0.79%,0.32%,0.27%,-6.36%
2016-05-16,V,金融支付,誘多,72.50714874267578,0.05%,0.94,-0.76%,1.47%,0.99%,-3.39%,2.42%,-5.73%
2016-05-19,V,金融支付,縮量黑馬,71.64971923828125,-0.41%,0.85,2.76%,3.98%,0.14%,-3.12%,5.24%,-4.60%
2016-05-31,V,金融支付,誘多,73.56958770751953,-0.16%,0.76,2.10%,-0.47%,-4.79%,-1.87%,1.89%,-7.09%
2016-06-13,V,金融支付,波段,73.06631469726562,0.77%,1.02,-1.35%,-6.45%,-1.17%,0.11%,6.36%,-6.45%
2016-07-20,V,金融支付,誘多,73.96105194091797,-0.38%,0.84,-1.05%,-0.82%,2.04%,2.12%,3.34%,-1.65%
2016-07-25,V,金融支付,沖量,73.56958770751953,0.27%,1.05,-0.86%,1.28%,2.86%,4.73%,3.52%,-1.13%
2016-07-26,V,金融支付,波段,73.15023803710938,0.32%,1.05,-0.27%,2.00%,3.12%,6.24%,5.69%,-0.56%
2016-08-03,V,金融支付,誘多,73.35523986816406,0.74%,0.90,1.23%,2.88%,2.96%,4.37%,4.26%,0.00%
2016-08-12,V,金融支付,縮量黑馬,74.57611846923828,1.32%,0.60,0.74%,0.86%,3.87%,2.41%,3.29%,0.00%
2016-08-17,V,金融支付,誘多,75.47108459472656,1.04%,0.64,-0.68%,0.07%,1.45%,1.34%,1.27%,-0.71%
2016-08-31,V,金融支付,誘多,75.52711486816406,0.50%,0.67,2.56%,1.37%,1.26%,1.20%,-0.74%,-3.11%
2016-09-12,V,金融支付,沖量,77.45960998535156,0.94%,1.05,-0.55%,-1.40%,0.18%,0.24%,-6.87%,-8.90%
2016-09-13,V,金融支付,波段,76.45135498046875,0.82%,1.08,0.72%,0.33%,0.18%,0.17%,-2.95%,-7.69%
2016-09-22,V,金融支付,誘多,77.82373809814453,0.57%,0.97,-1.73%,0.00%,-1.03%,-3.25%,-5.81%,-9.32%
2016-09-28,V,金融支付,沖量,77.45960998535156,0.46%,1.00,0.46%,-0.87%,-1.47%,0.33%,-5.91%,-8.90%
2016-10-03,V,金融支付,波段,77.35693359375,0.47%,1.03,0.31%,-0.86%,-0.42%,-5.41%,-5.30%,-8.78%
2016-10-06,V,金融支付,誘多,77.82373809814453,0.54%,0.98,-1.79%,-1.03%,-3.25%,-2.54%,-4.43%,-9.32%
2016-10-12,V,金融支付,縮量黑馬,76.7874526977539,0.18%,0.88,0.68%,-0.61%,1.20%,-3.05%,-0.40%,-8.10%
2016-10-19,V,金融支付,沖量,77.31024169921875,0.01%,1.12,-1.28%,-2.69%,-3.09%,-8.72%,-1.67%,-8.72%
2016-10-20,V,金融支付,波段,77.02084350585938,0.09%,1.13,-0.70%,-2.24%,-1.53%,-8.03%,-0.89%,-8.38%
2016-11-03,V,金融支付,波段,75.29369354248047,-0.19%,1.21,1.51%,0.73%,-5.92%,-2.65%,2.43%,-6.28%
2016-11-08,V,金融支付,誘多,77.37557983398438,-0.30%,0.95,-5.20%,-3.36%,-4.11%,-5.52%,3.78%,-8.80%
2016-11-09,V,金融支付,沖量,77.711669921875,-0.19%,1.02,-3.59%,-4.21%,-4.56%,-6.22%,3.27%,-9.19%
2016-11-21,V,金融支付,波段,76.4251480102539,-0.38%,1.20,-3.11%,-5.61%,-4.08%,-0.73%,7.27%,-7.66%
2016-12-13,V,金融支付,波段,74.0956039428711,-0.47%,1.25,-1.06%,-1.14%,2.74%,5.77%,13.99%,-1.64%
2016-12-23,V,金融支付,縮量黑馬,73.11329650878906,-0.45%,0.81,1.73%,4.04%,7.36%,8.88%,13.92%,-0.17%
2016-12-27,V,金融支付,誘多,73.30039978027344,-0.39%,0.72,2.30%,4.40%,6.24%,9.23%,14.05%,-0.42%
2017-01-11,V,金融支付,誘多,76.52803802490234,1.19%,0.69,-0.09%,1.76%,4.62%,8.31%,8.69%,-0.77%
2017-01-26,V,金融支付,誘多,77.87521362304688,1.01%,0.82,-1.13%,2.81%,6.44%,8.00%,10.55%,-1.13%
2017-02-03,V,金融支付,沖量,80.53219604492188,1.31%,1.18,-0.21%,1.80%,3.52%,3.80%,7.71%,-1.15%
2017-02-08,V,金融支付,波段,79.60600280761719,1.60%,1.23,3.08%,3.83%,4.92%,4.63%,8.43%,0.00%
2017-02-10,V,金融支付,誘多,80.36380004882812,1.52%,0.83,2.01%,2.64%,5.10%,3.75%,7.31%,0.00%
2017-02-27,V,金融支付,誘多,82.48514556884766,1.59%,0.73,1.07%,2.40%,1.08%,0.98%,6.85%,-0.07%
2017-03-13,V,金融支付,誘多,84.46292877197266,1.41%,0.89,-1.03%,-1.29%,-1.39%,2.22%,6.83%,-2.28%
2017-03-16,V,金融支付,沖量,84.39732360839844,1.15%,1.05,-1.31%,-1.14%,-1.30%,1.31%,4.03%,-2.20%
2017-03-21,V,金融支付,波段,82.54138946533203,0.89%,1.08,1.20%,0.82%,1.92%,4.97%,7.13%,0.00%
2017-03-27,V,金融支付,誘多,83.37562561035156,0.37%,0.96,0.46%,-0.10%,3.55%,3.43%,6.47%,-0.30%
2017-04-04,V,金融支付,縮量黑馬,83.21627807617188,0.22%,0.79,0.08%,1.09%,4.12%,3.54%,6.54%,-0.11%
2017-04-11,V,金融支付,誘多,83.28189849853516,0.01%,0.86,1.01%,3.34%,3.83%,6.90%,5.89%,-0.19%
2017-04-21,V,金融支付,沖量,85.43775939941406,0.10%,1.28,0.08%,1.03%,1.64%,6.11%,7.24%,0.00%
2017-04-24,V,金融支付,波段,86.0938949584961,0.17%,1.40,-0.64%,0.08%,1.77%,4.47%,7.16%,-0.69%
2017-05-03,V,金融支付,誘多,86.64691925048828,0.64%,0.98,-0.21%,-0.56%,3.39%,2.05%,7.45%,-0.61%
2017-05-05,V,金融支付,沖量,86.31885528564453,0.69%,1.02,0.69%,0.60%,5.03%,3.11%,9.73%,-0.24%
2017-05-09,V,金融支付,縮量黑馬,86.23448181152344,0.69%,0.73,1.25%,2.20%,4.63%,2.94%,9.53%,-0.14%
2017-05-19,V,金融支付,沖量,86.83821105957031,0.83%,1.00,2.37%,4.40%,2.50%,0.94%,10.98%,0.00%
2017-05-22,V,金融支付,波段,87.61758422851562,0.79%,1.05,1.51%,2.66%,1.15%,0.75%,10.91%,-0.06%
2017-05-26,V,金融支付,誘多,88.8946533203125,0.91%,0.93,1.99%,-1.24%,0.58%,0.78%,10.11%,-1.50%
2017-06-05,V,金融支付,沖量,90.65995025634766,0.88%,1.23,-3.16%,-1.82%,-3.31%,1.07%,7.65%,-3.42%
2017-06-06,V,金融支付,波段,89.94631958007812,0.95%,1.26,-0.74%,-1.47%,-1.86%,2.57%,8.46%,-2.65%
2017-06-20,V,金融支付,波段,88.62229919433594,0.48%,1.13,0.55%,-0.39%,4.10%,7.31%,12.58%,-1.20%
2017-06-23,V,金融支付,誘多,89.74909210205078,0.47%,0.85,-1.88%,-0.51%,5.01%,6.18%,10.46%,-2.44%
2017-07-06,V,金融支付,波段,87.56127166748047,-0.24%,1.01,2.88%,5.21%,7.87%,9.73%,13.04%,0.00%
2017-07-10,V,金融支付,誘多,89.28900146484375,-0.28%,0.93,1.83%,5.55%,6.73%,8.72%,11.22%,0.00%
2017-07-21,V,金融支付,沖量,93.52384948730469,0.75%,1.14,-0.45%,1.30%,3.09%,4.49%,8.91%,-0.45%
2017-07-27,V,金融支付,波段,93.49571990966797,1.19%,1.28,1.02%,-0.08%,3.83%,5.05%,8.19%,-0.42%
2017-08-01,V,金融支付,誘多,94.71638488769531,1.10%,0.95,0.41%,1.74%,3.04%,5.09%,8.72%,-1.37%
2017-08-15,V,金融支付,誘多,96.3690185546875,1.36%,0.80,1.57%,1.27%,3.28%,1.39%,9.76%,-0.30%
2017-08-29,V,金融支付,誘多,97.59638977050781,0.86%,0.65,-0.57%,1.99%,0.12%,4.50%,6.98%,-0.80%
2017-09-05,V,金融支付,沖量,96.88158416748047,0.77%,1.08,3.11%,2.33%,2.50%,4.40%,6.84%,-0.07%
2017-09-06,V,金融支付,波段,97.0414810180664,0.71%,1.08,2.57%,1.73%,2.06%,4.48%,9.31%,-0.23%
2017-09-13,V,金融支付,誘多,99.5338134765625,0.88%,0.87,-0.81%,-1.83%,2.47%,3.46%,5.45%,-2.73%
2017-09-20,V,金融支付,波段,98.72498321533203,0.87%,1.28,-1.03%,0.32%,2.70%,5.81%,7.76%,-1.93%
2017-09-28,V,金融支付,誘多,98.3581771850586,0.19%,0.98,1.59%,3.38%,4.99%,7.23%,7.95%,0.00%
2017-09-29,V,金融支付,沖量,98.97891998291016,0.13%,1.06,1.42%,3.25%,4.25%,6.31%,7.55%,0.00%
2017-10-12,V,金融支付,誘多,101.67818450927734,0.74%,0.77,-1.01%,1.56%,3.73%,3.75%,10.37%,-1.01%
2017-10-20,V,金融支付,沖量,101.15149688720703,0.33%,1.07,2.01%,3.54%,2.29%,0.07%,14.67%,-0.02%
2017-10-23,V,金融支付,波段,101.13267517089844,0.35%,1.10,2.33%,4.08%,2.43%,1.16%,14.31%,0.00%
2017-11-02,V,金融支付,誘多,104.37743377685547,1.19%,0.97,1.05%,0.21%,-0.05%,2.74%,12.14%,-3.03%
2017-11-17,V,金融支付,波段,103.46945190429688,0.56%,1.05,2.33%,-2.18%,3.40%,5.31%,11.54%,-2.18%
2017-11-22,V,金融支付,誘多,104.41162872314453,0.50%,0.97,1.60%,0.52%,1.43%,7.69%,8.86%,-3.06%
2017-12-04,V,金融支付,波段,101.21766662597656,0.36%,2.03,4.60%,5.70%,7.65%,14.60%,12.61%,0.00%
2017-12-18,V,金融支付,波段,106.98374938964844,0.27%,1.41,-0.49%,1.85%,8.42%,10.72%,9.86%,-1.26%
2017-12-26,V,金融支付,誘多,106.4561538696289,0.30%,0.90,2.35%,5.30%,10.82%,0.77%,3.73%,0.00%
2018-01-10,V,金融支付,誘多,112.09976196289062,1.37%,0.97,3.47%,5.24%,-4.30%,3.50%,0.01%,-4.30%
2018-01-19,V,金融支付,沖量,115.60466003417969,1.70%,1.02,2.95%,-1.46%,-0.52%,-0.50%,1.07%,-7.20%
2018-01-25,V,金融支付,誘多,117.97893524169922,1.88%,0.98,0.40%,-9.07%,-1.66%,-0.39%,-0.43%,-9.07%
2018-02-02,V,金融支付,波段,113.91814422607422,1.85%,1.19,-3.80%,0.95%,0.98%,2.08%,5.64%,-5.83%
2018-02-16,V,金融支付,誘多,115.00367736816406,0.20%,0.94,2.25%,0.02%,1.12%,-2.17%,7.59%,-3.99%
2018-02-22,V,金融支付,縮量黑馬,113.61627197265625,0.22%,0.72,0.02%,1.53%,-0.32%,-2.23%,8.11%,-2.82%
2018-03-09,V,金融支付,誘多,117.51421356201172,-0.40%,0.83,0.02%,-6.03%,-4.59%,-0.04%,7.44%,-6.04%
2018-03-16,V,金融支付,沖量,117.5330810546875,0.94%,1.03,-6.05%,-4.93%,-2.13%,1.89%,8.47%,-6.05%
2018-03-19,V,金融支付,波段,116.2872543334961,1.06%,1.22,-2.09%,-3.25%,0.48%,3.49%,9.26%,-5.05%
2018-04-10,V,金融支付,誘多,113.93716430664062,-0.37%,0.91,2.55%,0.46%,7.60%,8.45%,10.59%,-0.78%
2018-04-26,V,金融支付,沖量,119.9398193359375,-0.04%,1.07,0.08%,3.08%,3.95%,6.20%,10.37%,-0.84%
2018-05-02,V,金融支付,波段,119.27913665771484,1.18%,1.05,3.53%,3.57%,3.60%,6.99%,11.52%,0.00%
2018-05-03,V,金融支付,誘多,120.0342025756836,1.39%,0.89,3.00%,2.33%,3.05%,6.40%,7.48%,0.00%
2018-05-17,V,金融支付,縮量黑馬,122.82670593261719,1.83%,0.68,1.51%,0.71%,3.98%,1.94%,7.91%,-0.18%
2018-05-22,V,金融支付,誘多,123.56409454345703,1.45%,0.74,-0.05%,4.26%,3.66%,1.97%,7.77%,-0.78%
2018-05-30,V,金融支付,沖量,123.49791717529297,1.19%,1.06,4.32%,2.88%,0.29%,7.09%,8.94%,0.00%
2018-05-31,V,金融支付,波段,123.57354736328125,1.25%,1.17,2.39%,3.27%,1.55%,6.66%,10.48%,0.00%
2018-06-07,V,金融支付,誘多,126.52301025390625,1.07%,0.98,0.87%,0.52%,0.19%,5.34%,9.92%,-2.17%
2018-06-13,V,金融支付,縮量黑馬,127.05233764648438,0.98%,0.86,0.82%,-2.51%,4.09%,6.03%,6.71%,-2.58%
2018-06-20,V,金融支付,沖量,128.09219360351562,0.67%,1.05,-3.31%,-1.63%,3.42%,2.52%,9.27%,-3.37%
2018-06-21,V,金融支付,波段,127.17523956298828,0.65%,1.11,-1.33%,-0.33%,4.80%,3.93%,8.82%,-2.68%
2018-07-03,V,金融支付,縮量黑馬,124.26368713378906,0.14%,0.90,5.10%,7.19%,5.17%,6.44%,14.30%,0.00%
2018-07-05,V,金融支付,誘多,126.00304412841797,0.21%,0.84,4.96%,5.13%,4.22%,5.68%,12.77%,0.00%
