ticker,signal,date,close,drawdown_60,drawdown_252,above_ma50,above_ma200,ret_3d_before,ret_5d_before,vol_20,vol_60,ret_5d,ret_10d,ret_20d,ret_30d,ret_60d,max_adverse_60d
MU,C_過度波動禁止型,2025-04-21,66.58062744140625,-37.42%,-56.31%,False,False,-6.05%,-4.04%,111.74%,83.98%,17.71%,20.50%,47.81%,53.21%,69.86%,0.00%
MU,A_回撤反彈型,2025-05-13,96.69854736328125,-9.11%,-36.54%,True,True,13.83%,20.39%,47.99%,83.57%,1.21%,-0.77%,19.70%,29.99%,22.77%,-3.67%
MU,B_趨勢回踩型,2025-05-13,96.69854736328125,-9.11%,-36.54%,True,True,13.83%,20.39%,47.99%,83.57%,1.21%,-0.77%,19.70%,29.99%,22.77%,-3.67%
MU,B_趨勢回踩型,2025-05-29,96.56885528564453,-6.00%,-36.63%,True,True,3.67%,1.00%,39.28%,79.86%,9.80%,20.02%,28.88%,22.65%,20.38%,-2.42%
MU,B_趨勢回踩型,2025-06-30,122.95568084716797,-3.64%,-9.50%,True,True,-3.14%,0.96%,30.78%,73.91%,1.04%,-2.46%,-9.07%,3.75%,31.33%,-14.82%
MU,B_趨勢回踩型,2025-07-16,116.26130676269531,-8.89%,-10.62%,True,True,-6.50%,-4.75%,34.91%,39.96%,-5.67%,-1.45%,6.73%,1.13%,65.29%,-9.92%
MU,A_回撤反彈型,2025-07-29,111.79778289794922,-12.39%,-12.39%,False,True,0.21%,2.51%,33.00%,36.92%,-2.59%,14.10%,4.06%,25.04%,77.38%,-6.32%
MU,B_趨勢回踩型,2025-07-31,108.98186492919922,-14.59%,-14.59%,False,True,-1.90%,-2.32%,37.63%,38.19%,2.50%,14.80%,11.78%,44.06%,100.80%,-3.90%
MU,B_趨勢回踩型,2025-08-15,120.69486999511719,-5.41%,-5.41%,True,True,-5.39%,1.67%,46.76%,39.25%,-2.64%,-1.54%,30.53%,35.60%,109.70%,-4.20%
MU,B_趨勢回踩型,2025-09-02,118.30833435058594,-7.29%,-7.29%,True,True,0.62%,1.77%,42.97%,38.48%,14.15%,34.05%,41.22%,57.98%,89.63%,0.00%
MU,B_趨勢回踩型,2025-09-19,162.4942169189453,-3.65%,-3.65%,True,True,2.46%,3.50%,46.04%,44.89%,-3.36%,15.50%,24.44%,37.60%,46.04%,-3.63%
MU,B_趨勢回踩型,2025-10-10,181.450439453125,-7.60%,-7.60%,True,True,-2.20%,-3.32%,56.38%,49.66%,11.44%,20.61%,31.01%,14.19%,87.05%,0.00%
MU,B_趨勢回踩型,2025-11-04,217.85043334960938,-7.10%,-7.10%,True,True,-2.67%,-1.75%,61.49%,52.81%,10.59%,4.80%,7.40%,3.44%,100.88%,-7.64%
MU,B_趨勢回踩型,2025-11-19,225.73394775390625,-10.81%,-10.81%,True,True,-8.47%,-7.75%,66.60%,57.84%,1.92%,0.32%,10.02%,38.22%,86.40%,-10.87%
MU,A_回撤反彈型,2025-11-26,230.0703582763672,-9.10%,-9.10%,True,True,11.04%,1.92%,80.08%,63.97%,-1.57%,12.25%,23.68%,50.27%,86.39%,-2.06%
MU,B_趨勢回踩型,2025-12-05,237.02464294433594,-6.35%,-6.35%,True,True,-0.95%,0.31%,70.61%,62.55%,1.65%,12.10%,44.83%,64.10%,67.44%,-4.93%
MU,B_趨勢回踩型,2025-12-31,285.2901611328125,-3.04%,-3.04%,True,True,0.26%,3.35%,65.82%,66.57%,14.58%,17.95%,45.36%,44.23%,12.80%,0.00%
MU,B_趨勢回踩型,2026-01-30,414.7057800292969,-4.80%,-4.80%,True,True,1.13%,3.81%,72.19%,72.17%,-4.87%,-0.78%,-0.53%,6.49%,21.60%,-22.40%
MU,B_趨勢回踩型,2026-02-17,399.61212158203125,-8.68%,-8.68%,True,True,-2.57%,4.25%,73.91%,72.59%,4.56%,-5.03%,15.49%,-15.46%,101.10%,-19.47%
MU,B_趨勢回踩型,2026-03-04,400.6016845703125,-8.46%,-8.46%,True,True,-2.81%,-6.58%,70.56%,70.36%,4.47%,15.21%,-8.18%,14.14%,142.39%,-19.67%
MU,B_趨勢回踩型,2026-03-19,444.08343505859375,-3.78%,-3.78%,True,True,0.56%,9.60%,63.47%,67.76%,-19.99%,-17.53%,2.47%,22.10%,145.00%,-27.54%
MU,C_過度波動禁止型,2026-03-30,321.79998779296875,-30.28%,-30.28%,False,True,-15.74%,-20.38%,78.07%,73.92%,17.33%,44.70%,56.71%,138.22%,277.12%,0.00%
MU,A_回撤反彈型,2026-04-02,366.239990234375,-20.65%,-20.65%,False,True,13.81%,3.08%,80.72%,70.83%,14.84%,24.25%,48.05%,97.86%,215.17%,0.00%
MU,B_趨勢回踩型,2026-04-08,406.7300109863281,-11.87%,-11.87%,True,True,11.06%,20.39%,79.57%,71.37%,12.17%,19.85%,63.89%,79.97%,,0.00%
MU,B_趨勢回踩型,2026-04-28,504.2900085449219,-3.86%,-3.86%,True,True,4.69%,12.22%,62.95%,71.92%,26.95%,52.01%,84.10%,76.86%,,0.00%
MU,B_趨勢回踩型,2026-05-14,776.010009765625,-3.44%,-3.44%,True,True,-2.43%,20.01%,83.39%,77.14%,-1.79%,25.13%,26.49%,47.59%,,-12.17%
MU,B_趨勢回踩型,2026-06-04,996.0,-7.74%,-7.74%,True,True,-3.81%,7.85%,108.78%,86.47%,-0.01%,13.85%,,,,-13.25%
MU,A_回撤反彈型,2026-06-12,981.6099853515625,-9.07%,-9.07%,True,True,4.89%,13.61%,117.83%,95.65%,23.41%,16.67%,,,,-0.62%
MU,B_趨勢回踩型,2026-06-23,1051.77001953125,-13.18%,-13.18%,True,True,0.82%,-3.33%,133.06%,100.32%,9.75%,,,,,-7.25%
MRVL,C_過度波動禁止型,2015-10-16,8.528149604797363,-26.81%,-42.81%,False,False,0.65%,-0.64%,32.46%,48.96%,2.25%,-12.19%,-8.88%,-5.24%,-10.69%,-13.90%
MRVL,C_過度波動禁止型,2015-11-02,7.661653995513916,-33.10%,-48.62%,False,False,1.45%,-11.11%,62.66%,57.29%,5.95%,2.62%,11.67%,-1.18%,6.13%,-6.82%
MRVL,B_趨勢回踩型,2016-04-01,9.186436653137207,-4.60%,-33.79%,True,True,-3.59%,-2.93%,27.63%,36.98%,5.84%,2.41%,0.40%,-4.23%,-7.71%,-4.63%
MRVL,B_趨勢回踩型,2016-04-18,9.149470329284668,-9.26%,-32.48%,True,True,-8.16%,-7.39%,55.60%,44.07%,0.51%,-1.52%,-2.02%,3.33%,1.71%,-7.34%
MRVL,A_回撤反彈型,2016-04-25,9.195679664611816,-8.80%,-30.49%,False,True,0.71%,0.51%,57.79%,44.65%,-2.01%,-2.91%,-0.20%,1.51%,13.63%,-7.80%
MRVL,B_趨勢回踩型,2016-05-03,8.918421745300293,-11.55%,-32.59%,False,True,-7.57%,-3.11%,35.12%,42.03%,0.93%,0.83%,6.22%,4.65%,23.94%,-4.94%
MRVL,A_回撤反彈型,2016-05-10,9.001599311828613,-10.72%,-31.96%,False,True,1.99%,0.93%,34.90%,41.38%,-0.10%,2.77%,4.52%,5.55%,17.83%,-5.81%
MRVL,B_趨勢回踩型,2016-05-18,9.057052612304688,-10.17%,-31.54%,False,True,2.94%,0.82%,32.14%,39.71%,2.65%,4.90%,5.82%,-2.18%,17.01%,-6.39%
MRVL,B_趨勢回踩型,2016-06-03,9.399001121520996,-6.78%,-28.95%,True,True,-0.59%,0.20%,16.19%,37.82%,-2.87%,-0.90%,-5.74%,-0.30%,21.66%,-9.80%
MRVL,B_趨勢回踩型,2016-06-20,9.426401138305664,-6.51%,-28.70%,True,True,1.00%,4.43%,25.21%,39.41%,-10.06%,-7.59%,-2.86%,12.03%,22.88%,-10.06%
MRVL,B_趨勢回踩型,2016-07-06,8.775664329528809,-11.92%,-26.57%,False,True,-0.94%,2.28%,42.45%,32.97%,6.04%,19.07%,19.70%,22.99%,40.90%,0.00%
MRVL,A_回撤反彈型,2016-07-07,9.082437515258789,-8.84%,-24.01%,False,True,2.52%,3.50%,44.39%,33.82%,3.28%,15.46%,16.79%,19.24%,36.45%,0.00%
MRVL,B_趨勢回踩型,2016-08-02,10.560542106628418,-4.46%,-9.37%,True,True,-4.46%,-2.41%,56.94%,42.40%,2.02%,1.58%,8.27%,9.68%,18.50%,-0.53%
MRVL,B_趨勢回踩型,2016-09-08,11.666792869567871,-3.54%,-3.54%,True,True,-3.54%,1.21%,27.29%,43.15%,0.16%,3.27%,5.51%,4.47%,12.71%,-1.91%
MRVL,B_趨勢回踩型,2016-10-11,11.982356071472168,-3.32%,-3.32%,True,True,-2.66%,-1.46%,20.75%,38.07%,1.40%,2.57%,-1.01%,15.43%,11.00%,-2.65%
MRVL,B_趨勢回踩型,2016-11-01,12.09442138671875,-3.36%,-3.36%,True,True,-1.30%,-1.60%,18.31%,22.50%,-1.93%,3.71%,10.73%,10.59%,15.63%,-3.55%
MRVL,B_趨勢回踩型,2016-11-30,13.39259147644043,-3.17%,-3.17%,True,True,-2.18%,-3.17%,44.95%,30.64%,0.64%,-0.13%,-1.18%,1.34%,9.26%,-2.86%
MRVL,B_趨勢回踩型,2016-12-19,13.319001197814941,-3.71%,-3.71%,True,True,-0.42%,0.21%,17.34%,29.92%,0.99%,0.28%,-0.70%,8.38%,13.52%,-2.32%
MRVL,B_趨勢回踩型,2017-01-05,13.16893196105957,-4.79%,-4.79%,True,True,1.23%,-0.71%,18.31%,30.16%,2.71%,0.50%,11.97%,12.61%,7.25%,-0.64%
MRVL,B_趨勢回踩型,2017-01-23,13.084512710571289,-5.40%,-5.40%,False,True,-1.83%,-3.59%,16.54%,29.82%,6.88%,12.97%,16.20%,14.27%,7.22%,0.00%
MRVL,B_趨勢回踩型,2017-02-28,14.632145881652832,-4.18%,-4.18%,True,True,-2.56%,-3.76%,21.64%,22.87%,2.18%,2.69%,0.64%,-4.44%,7.98%,-5.53%
MRVL,B_趨勢回踩型,2017-03-21,14.72593879699707,-4.21%,-4.21%,True,True,-2.30%,-2.00%,24.45%,24.17%,0.00%,-4.35%,-4.73%,-3.39%,11.32%,-6.14%
MRVL,B_趨勢回踩型,2017-04-05,14.114240646362305,-8.19%,-8.19%,False,True,-1.77%,-4.40%,21.88%,23.90%,-1.20%,-0.33%,0.60%,3.47%,10.60%,-2.07%
MRVL,A_回撤反彈型,2017-04-19,14.029499053955078,-8.74%,-8.74%,False,True,1.50%,0.34%,13.38%,23.65%,-1.21%,1.41%,2.42%,19.33%,11.67%,-1.21%
MRVL,B_趨勢回踩型,2017-04-21,14.029499053955078,-8.74%,-8.74%,False,True,0.07%,1.50%,12.54%,19.51%,0.81%,1.74%,7.45%,17.65%,9.18%,-1.21%
MRVL,B_趨勢回踩型,2017-05-08,14.255477905273438,-7.27%,-7.27%,False,True,0.20%,1.00%,26.93%,22.85%,6.41%,6.94%,17.64%,15.72%,3.94%,0.00%
MRVL,B_趨勢回踩型,2017-06-09,16.25162124633789,-3.25%,-3.25%,True,True,-3.09%,-1.88%,39.55%,29.78%,0.41%,2.38%,-6.27%,-5.63%,3.73%,-12.49%
MRVL,B_趨勢回踩型,2017-06-27,15.80907917022705,-5.89%,-5.89%,True,True,-4.44%,-4.17%,27.19%,30.59%,-2.39%,-2.15%,-4.07%,-7.35%,7.77%,-10.04%
MRVL,B_趨勢回踩型,2017-07-13,15.553810119628906,-7.41%,-7.41%,False,True,2.11%,2.43%,25.52%,31.73%,0.12%,-3.58%,-8.57%,-3.65%,10.93%,-8.57%
MRVL,B_趨勢回踩型,2017-07-28,14.731705665588379,-12.30%,-12.30%,False,True,-2.56%,-4.06%,20.31%,29.48%,-0.26%,-1.28%,9.36%,11.42%,18.86%,-3.46%
MRVL,B_趨勢回踩型,2017-08-14,14.69390869140625,-12.52%,-12.52%,False,True,0.32%,-0.83%,19.94%,26.00%,0.45%,10.23%,13.18%,13.50%,29.88%,0.00%
MRVL,A_回撤反彈型,2017-08-15,14.949039459228516,-11.01%,-11.01%,False,True,5.12%,1.41%,21.10%,25.39%,0.63%,9.10%,12.64%,13.27%,27.79%,-1.71%
MRVL,B_趨勢回踩型,2017-09-08,16.30031967163086,-3.69%,-3.69%,True,True,-3.31%,-3.69%,32.70%,26.97%,6.32%,3.59%,5.85%,7.07%,29.70%,0.00%
MRVL,B_趨勢回踩型,2017-09-25,16.640491485595703,-4.45%,-4.45%,True,True,-2.33%,-4.45%,19.87%,25.61%,4.49%,5.11%,5.23%,15.08%,27.45%,0.00%
MRVL,B_趨勢回踩型,2017-11-29,21.056020736694336,-6.80%,-6.80%,True,True,-6.68%,-4.60%,51.51%,32.69%,-1.76%,-1.71%,-1.17%,7.63%,5.56%,-6.36%
MRVL,B_趨勢回踩型,2017-12-14,20.525115966796875,-9.15%,-9.15%,True,True,-1.81%,-1.59%,42.74%,32.26%,1.85%,-0.56%,9.21%,7.08%,8.38%,-3.94%
MRVL,B_趨勢回踩型,2018-01-02,21.10407257080078,-6.59%,-6.59%,True,True,0.68%,1.14%,20.90%,32.97%,4.28%,6.26%,5.09%,0.27%,-5.14%,-7.31%
MRVL,B_趨勢回踩型,2018-01-25,21.874082565307617,-3.48%,-3.48%,True,True,-2.58%,-2.87%,24.86%,34.45%,-1.78%,-9.87%,1.04%,5.78%,-11.27%,-11.97%
MRVL,B_趨勢回踩型,2018-02-09,20.248497009277344,-10.65%,-10.65%,False,True,-1.84%,-5.04%,30.35%,33.13%,6.48%,10.14%,14.41%,4.27%,-0.75%,-5.56%
MRVL,A_回撤反彈型,2018-02-12,20.837890625,-8.05%,-8.05%,False,True,2.77%,2.67%,30.25%,33.62%,5.84%,6.66%,4.65%,-2.42%,-2.60%,-8.23%
MRVL,B_趨勢回踩型,2018-03-13,21.807540893554688,-5.87%,-5.87%,False,True,-5.67%,-2.67%,27.37%,27.94%,0.78%,-6.76%,-3.52%,-10.91%,-2.95%,-12.31%
MRVL,B_趨勢回踩型,2018-03-29,20.01946449279785,-13.59%,-13.59%,False,True,-5.18%,-4.54%,39.15%,31.67%,-2.33%,4.81%,-3.10%,0.10%,-3.90%,-4.48%
MRVL,A_回撤反彈型,2018-04-05,20.143396377563477,-13.05%,-13.05%,False,True,4.60%,2.97%,42.42%,31.84%,6.11%,-0.43%,-1.56%,2.37%,1.47%,-5.77%
MRVL,B_趨勢回踩型,2018-04-16,20.743980407714844,-10.46%,-10.46%,False,True,-1.40%,5.63%,42.33%,33.90%,-6.43%,-7.81%,0.78%,0.83%,0.19%,-8.50%
MRVL,A_回撤反彈型,2018-05-02,19.60000991821289,-15.40%,-15.40%,False,True,1.03%,0.88%,36.12%,34.71%,3.55%,6.37%,4.77%,5.84%,5.70%,-3.16%
MRVL,B_趨勢回踩型,2018-05-03,19.82880973815918,-14.41%,-14.41%,False,True,3.69%,-0.43%,35.90%,34.63%,3.08%,3.99%,6.59%,5.34%,2.40%,-4.28%
MRVL,B_趨勢回踩型,2018-05-18,20.41985511779785,-11.86%,-11.86%,False,True,-1.29%,1.90%,28.63%,34.54%,5.00%,3.13%,1.63%,0.23%,-4.07%,-7.05%
MRVL,A_回撤反彈型,2018-05-22,20.896507263183594,-9.80%,-9.80%,True,True,1.34%,1.01%,28.92%,34.80%,0.32%,0.87%,-0.78%,-2.65%,-7.27%,-9.17%
MRVL,B_趨勢回踩型,2018-06-05,21.001371383666992,-9.35%,-9.35%,True,True,2.27%,0.41%,27.86%,35.78%,-1.91%,-3.22%,-4.58%,-1.77%,-4.09%,-9.96%
MRVL,B_趨勢回踩型,2018-06-20,20.73444175720215,-3.29%,-10.50%,True,True,-0.73%,-1.14%,25.22%,32.31%,-7.49%,-1.89%,0.10%,-0.55%,-12.54%,-15.49%
MRVL,B_趨勢回踩型,2018-07-06,20.678190231323242,-3.55%,-10.74%,True,True,1.03%,-0.36%,42.72%,33.97%,1.06%,1.06%,-1.20%,-8.55%,-10.63%,-15.26%
MRVL,B_趨勢回踩型,2018-07-23,20.78335189819336,-4.06%,-10.29%,True,True,0.74%,2.79%,46.29%,34.10%,-2.30%,0.51%,-8.74%,-4.78%,-12.93%,-19.81%
MRVL,C_過度波動禁止型,2018-10-24,15.86147689819336,-25.16%,-31.53%,False,False,-6.87%,-12.76%,44.42%,33.57%,-0.79%,2.06%,-5.26%,-6.65%,1.25%,-12.53%
MRVL,C_過度波動禁止型,2018-11-13,15.075119018554688,-25.16%,-34.93%,False,False,-5.92%,-6.76%,50.80%,39.70%,-3.18%,2.42%,-0.45%,-0.04%,23.91%,-7.96%
MRVL,C_過度波動禁止型,2018-12-24,13.874768257141113,-26.07%,-40.11%,False,False,-1.98%,-5.13%,36.81%,42.75%,14.50%,18.60%,21.44%,27.20%,36.78%,0.00%
MRVL,B_趨勢回踩型,2019-03-07,18.457969665527344,-4.82%,-20.33%,True,True,-4.82%,-3.91%,28.64%,35.10%,1.25%,8.45%,9.71%,30.01%,16.93%,-2.56%
MRVL,B_趨勢回踩型,2019-03-22,18.977909088134766,-5.19%,-12.39%,True,True,-2.57%,-2.14%,36.65%,37.53%,0.91%,8.39%,26.40%,24.32%,24.93%,-1.47%
MRVL,B_趨勢回踩型,2019-05-01,23.833927154541016,-3.10%,-3.10%,True,True,-1.52%,-3.10%,24.91%,30.69%,-3.32%,-6.40%,-10.09%,-1.70%,11.00%,-13.53%
MRVL,B_趨勢回踩型,2019-05-16,22.30809783935547,-9.31%,-9.31%,True,True,4.34%,-1.28%,28.62%,31.74%,-4.24%,-3.46%,3.16%,3.33%,3.80%,-7.62%
MRVL,A_回撤反彈型,2019-05-31,21.5355167388916,-12.45%,-12.45%,False,True,4.50%,0.81%,37.33%,34.59%,7.85%,6.86%,7.04%,16.92%,6.08%,0.00%
MRVL,B_趨勢回踩型,2019-06-03,21.58380889892578,-12.25%,-12.25%,False,True,1.50%,1.96%,37.39%,34.22%,9.40%,6.13%,8.59%,15.40%,5.44%,0.00%
MRVL,B_趨勢回踩型,2019-06-18,23.70838165283203,-3.61%,-3.61%,True,True,1.20%,-0.49%,33.15%,31.98%,-4.64%,-2.12%,6.57%,7.22%,6.04%,-4.91%
MRVL,B_趨勢回踩型,2019-07-03,23.72770118713379,-3.53%,-3.53%,True,True,2.93%,3.63%,25.11%,31.80%,1.55%,7.66%,4.65%,-1.76%,1.01%,-4.98%
MRVL,B_趨勢回踩型,2019-07-31,25.420528411865234,-3.92%,-3.92%,True,True,-3.92%,-3.35%,25.38%,31.26%,-5.94%,-5.94%,-10.21%,-1.10%,-6.84%,-12.60%
MRVL,B_趨勢回踩型,2019-08-15,23.310222625732422,-11.89%,-11.89%,False,True,0.67%,-5.05%,38.90%,31.91%,2.99%,0.50%,7.39%,2.82%,12.71%,-4.69%
MRVL,A_回撤反彈型,2019-08-30,23.203733444213867,-12.29%,-12.29%,False,True,1.96%,0.80%,40.31%,31.11%,4.30%,5.97%,4.17%,0.60%,11.60%,-4.26%
MRVL,B_趨勢回踩型,2019-08-30,23.203733444213867,-12.29%,-12.29%,False,True,1.96%,0.80%,40.31%,31.11%,4.30%,5.97%,4.17%,0.60%,11.60%,-4.26%
MRVL,B_趨勢回踩型,2019-09-17,25.023635864257812,-5.42%,-5.42%,True,True,-0.46%,4.19%,33.89%,33.03%,-5.96%,-7.16%,-5.36%,-4.16%,-3.89%,-11.22%
MRVL,B_趨勢回踩型,2019-10-02,23.22309684753418,-12.22%,-12.22%,False,True,-3.11%,-3.73%,33.43%,34.59%,-2.62%,-0.62%,1.98%,17.48%,11.80%,-4.34%
MRVL,A_回撤反彈型,2019-10-15,23.681900024414062,-10.49%,-10.49%,False,True,4.77%,6.60%,36.89%,36.90%,-1.23%,1.27%,15.04%,8.65%,8.85%,-4.34%
MRVL,B_趨勢回踩型,2019-10-17,22.9345645904541,-13.31%,-13.31%,False,True,-1.75%,1.46%,37.72%,36.43%,3.26%,3.22%,14.22%,11.60%,16.68%,-1.23%
MRVL,B_趨勢回踩型,2019-11-01,24.40012550354004,-3.02%,-7.77%,True,True,1.74%,1.58%,38.98%,36.69%,7.68%,6.84%,2.67%,3.14%,-1.13%,-6.72%
MRVL,B_趨勢回踩型,2019-11-18,25.35128402709961,-7.08%,-7.08%,True,True,-7.08%,-3.08%,42.17%,36.85%,2.14%,-3.68%,-1.34%,5.06%,-3.61%,-10.22%
MRVL,B_趨勢回踩型,2019-12-04,23.216028213500977,-14.91%,-14.91%,False,True,-9.29%,-9.77%,33.34%,37.34%,3.60%,6.94%,11.75%,19.38%,-10.75%,-13.89%
MRVL,A_回撤反彈型,2019-12-11,24.050724029541016,-11.85%,-11.85%,False,True,2.52%,3.60%,37.43%,38.10%,3.23%,8.92%,7.18%,4.64%,-6.12%,-16.88%
MRVL,B_趨勢回踩型,2019-12-19,25.283344268798828,-7.33%,-7.33%,True,True,0.46%,1.64%,37.31%,37.59%,2.69%,-1.20%,5.84%,-4.74%,-33.63%,-31.75%
MRVL,B_趨勢回踩型,2020-01-07,25.535266876220703,-6.40%,-6.40%,True,True,-4.13%,-0.61%,33.77%,36.16%,4.80%,5.83%,-1.56%,-4.27%,-13.47%,-34.29%
MRVL,B_趨勢回踩型,2020-01-24,26.566410064697266,-4.14%,-4.14%,True,True,-0.73%,-3.33%,39.59%,37.56%,-11.97%,-12.05%,-15.93%,-18.64%,-7.18%,-36.84%
MRVL,A_回撤反彈型,2020-02-05,25.136430740356445,-9.30%,-9.30%,False,True,7.49%,2.99%,47.21%,39.18%,-1.39%,-2.75%,-3.52%,-27.09%,-1.31%,-33.24%
MRVL,B_趨勢回踩型,2020-02-11,24.80569839477539,-10.49%,-10.49%,False,True,-0.97%,2.99%,54.63%,42.22%,-1.14%,-12.31%,-13.69%,-15.29%,3.97%,-32.35%
MRVL,C_過度波動禁止型,2020-02-27,19.99047088623047,-27.87%,-27.87%,False,False,-10.50%,-18.23%,53.21%,45.93%,21.31%,-4.82%,12.80%,18.48%,47.03%,-16.06%
MRVL,A_回撤反彈型,2020-03-05,24.2512149810791,-12.50%,-12.50%,False,True,13.52%,21.31%,70.19%,51.83%,-21.54%,-24.43%,-8.89%,4.42%,32.66%,-30.81%
MRVL,B_趨勢回踩型,2020-03-05,24.2512149810791,-12.50%,-12.50%,False,True,13.52%,21.31%,70.19%,51.83%,-21.54%,-24.43%,-8.89%,4.42%,32.66%,-30.81%
MRVL,C_過度波動禁止型,2020-03-13,20.21421241760254,-27.06%,-27.06%,False,False,-10.47%,-13.74%,86.28%,60.74%,-10.15%,7.56%,18.28%,32.37%,69.72%,-16.99%
MRVL,A_回撤反彈型,2020-04-08,24.133304595947266,-12.92%,-12.92%,True,True,10.30%,14.64%,112.79%,83.01%,4.24%,6.79%,6.87%,17.62%,46.16%,-1.86%
MRVL,B_趨勢回踩型,2020-04-08,24.133304595947266,-12.92%,-12.92%,True,True,10.30%,14.64%,112.79%,83.01%,4.24%,6.79%,6.87%,17.62%,46.16%,-1.86%
MRVL,B_趨勢回踩型,2020-04-30,26.084253311157227,-3.64%,-5.88%,True,True,-2.52%,1.21%,46.73%,82.39%,-1.12%,-1.72%,21.99%,26.14%,33.27%,-4.90%
MRVL,B_趨勢回踩型,2020-05-15,25.69406509399414,-5.08%,-7.29%,True,True,1.11%,-1.90%,40.62%,80.92%,14.39%,25.21%,30.56%,27.41%,31.91%,0.00%
MRVL,B_趨勢回踩型,2020-06-11,32.50288391113281,-7.34%,-7.34%,True,True,-4.66%,-7.16%,50.95%,61.26%,3.51%,1.65%,15.16%,5.18%,12.30%,-1.44%
MRVL,B_趨勢回踩型,2020-06-26,32.41510009765625,-7.59%,-7.59%,True,True,-3.29%,-2.21%,36.02%,43.94%,8.82%,10.53%,7.24%,6.55%,17.13%,-1.17%
MRVL,B_趨勢回踩型,2020-07-15,36.198394775390625,-3.29%,-3.29%,True,True,-3.29%,-1.25%,39.74%,44.15%,-2.81%,-5.24%,-4.78%,-3.89%,15.55%,-11.50%
MRVL,B_趨勢回踩型,2020-07-30,35.11391067504883,-6.19%,-6.19%,True,True,1.01%,1.73%,36.08%,39.90%,1.92%,-3.45%,-0.08%,7.85%,15.44%,-8.76%
MRVL,B_趨勢回踩型,2020-08-14,32.79838562011719,-12.37%,-12.37%,False,True,-3.23%,-6.96%,28.37%,39.22%,-0.33%,13.94%,16.83%,18.83%,25.91%,-2.32%
MRVL,A_回撤反彈型,2020-08-24,33.921958923339844,-9.37%,-9.37%,False,True,4.86%,2.78%,31.36%,35.02%,11.69%,8.15%,11.92%,21.20%,23.94%,0.00%
MRVL,B_趨勢回踩型,2020-09-03,37.439205169677734,-6.97%,-6.97%,True,True,-1.19%,6.71%,47.54%,39.33%,1.15%,0.44%,3.78%,12.27%,20.97%,-3.60%
MRVL,B_趨勢回踩型,2020-09-21,37.497825622558594,-6.82%,-6.82%,True,True,0.79%,-2.14%,48.36%,39.38%,3.93%,8.18%,9.19%,-3.75%,17.83%,-3.75%
MRVL,B_趨勢回踩型,2020-10-14,42.403507232666016,-3.04%,-3.04%,True,True,-3.04%,1.83%,34.22%,38.29%,-6.78%,-8.79%,-2.47%,2.91%,16.07%,-14.88%
MRVL,B_趨勢回踩型,2020-10-29,37.38435745239258,-14.52%,-14.52%,False,True,-6.55%,-6.90%,37.93%,40.31%,8.56%,8.87%,18.06%,12.38%,34.01%,-3.45%
MRVL,B_趨勢回踩型,2020-11-13,42.32524490356445,-4.14%,-4.14%,True,True,7.29%,-4.14%,63.76%,49.66%,1.62%,7.00%,2.47%,7.00%,20.61%,-1.62%
MRVL,B_趨勢回踩型,2020-12-04,42.442657470703125,-6.99%,-6.99%,True,True,-6.99%,-3.84%,54.66%,44.09%,-1.01%,9.52%,9.89%,24.82%,-7.44%,-1.89%
MRVL,B_趨勢回踩型,2021-01-27,50.098594665527344,-6.04%,-6.04%,True,True,-2.81%,-5.44%,44.28%,45.22%,-0.06%,-1.08%,-8.96%,-9.46%,-9.75%,-21.67%
MRVL,B_趨勢回踩型,2021-02-11,51.04884719848633,-4.26%,-4.26%,True,True,0.99%,3.60%,42.03%,34.92%,-0.42%,-7.35%,-9.50%,-9.86%,-14.85%,-23.12%
MRVL,B_趨勢回踩型,2021-03-01,48.51158905029297,-9.02%,-9.02%,False,True,0.53%,-0.34%,45.75%,40.75%,-19.10%,-2.34%,-6.08%,-1.44%,-2.89%,-19.10%
MRVL,C_過度波動禁止型,2021-03-04,39.28340148925781,-26.33%,-26.33%,False,False,-19.02%,-13.87%,62.24%,48.04%,15.46%,13.59%,23.84%,19.62%,20.59%,-0.10%
MRVL,A_回撤反彈型,2021-03-11,45.357154846191406,-14.94%,-14.94%,False,True,15.58%,15.46%,80.31%,55.16%,-1.62%,-3.35%,7.26%,-0.31%,4.38%,-10.24%
MRVL,B_趨勢回踩型,2021-03-16,46.98334884643555,-11.89%,-11.89%,False,True,3.59%,9.35%,79.26%,55.05%,-3.77%,-1.31%,0.35%,-2.30%,8.14%,-13.35%
MRVL,A_回撤反彈型,2021-03-30,46.366180419921875,-13.04%,-13.04%,False,True,5.77%,2.56%,76.92%,57.12%,6.40%,1.68%,-1.00%,-12.19%,18.76%,-12.19%
MRVL,B_趨勢回踩型,2021-03-31,47.982574462890625,-10.01%,-10.01%,True,True,4.28%,8.24%,75.64%,57.28%,2.98%,-0.29%,-3.40%,-14.97%,15.08%,-15.15%
MRVL,B_趨勢回踩型,2021-04-16,46.9903450012207,-11.87%,-11.87%,False,True,-1.72%,-3.41%,34.69%,54.74%,-3.78%,-5.64%,-9.50%,0.81%,18.62%,-13.36%
MRVL,A_回撤反彈型,2021-04-27,45.04835891723633,-14.56%,-15.52%,False,True,1.82%,0.20%,37.75%,55.44%,-3.14%,-3.72%,4.57%,9.62%,26.37%,-9.62%
