ticker,industry,pattern,entry_date,entry_price,rule,cost,exit_date,exit_price,hold_days,exit_reason,gross_return,net_return
MU,AI半導體,波段,2024-03-13,93.39958190917967,base_60d,0.002,2024-04-15,120.50606536865234,22,volume_weak,29.02%,28.82%
MU,AI半導體,波段,2024-03-13,93.39958190917967,risk_30d,0.002,2024-03-21,108.96287536621094,6,target_reached,16.66%,16.46%
MU,AI半導體,波段,2024-03-13,93.39958190917967,trend_60d,0.002,2024-04-17,115.50194549560547,24,atr_trail,23.66%,23.46%
MU,AI半導體,波段,2024-04-18,111.13326263427734,base_60d,0.002,2024-04-19,106.0099868774414,1,close_below_ma25,-4.61%,-4.81%
MU,AI半導體,波段,2024-04-18,111.13326263427734,risk_30d,0.002,2024-05-20,128.08175659179688,22,target_reached,15.25%,15.05%
MU,AI半導體,波段,2024-04-18,111.13326263427734,trend_60d,0.002,2024-04-19,106.0099868774414,1,close_below_ma25,-4.61%,-4.81%
MU,AI半導體,誘多,2024-04-25,110.78575897216795,base_60d,0.002,2024-04-26,114.02252960205078,1,close_below_ma25,2.92%,2.72%
MU,AI半導體,誘多,2024-04-25,110.78575897216795,risk_30d,0.002,2024-05-20,128.08175659179688,17,target_reached,15.61%,15.41%
MU,AI半導體,誘多,2024-04-25,110.78575897216795,trend_60d,0.002,2024-04-26,114.02252960205078,1,close_below_ma25,2.92%,2.72%
MU,AI半導體,誘多,2024-05-14,123.92157745361328,base_60d,0.002,2024-05-15,126.90021514892578,1,volume_weak,2.40%,2.20%
MU,AI半導體,誘多,2024-05-14,123.92157745361328,risk_30d,0.002,2024-06-17,146.77772521972656,23,target_reached,18.44%,18.24%
MU,AI半導體,誘多,2024-05-14,123.92157745361328,trend_60d,0.002,2024-06-21,138.54672241210938,26,atr_trail,11.80%,11.60%
MU,AI半導體,誘多,2024-05-29,130.6433868408203,base_60d,0.002,2024-05-30,125.39105224609375,1,volume_weak,-4.02%,-4.22%
MU,AI半導體,誘多,2024-05-29,130.6433868408203,risk_30d,0.002,2024-06-18,152.35769653320312,14,target_reached,16.62%,16.42%
MU,AI半導體,誘多,2024-05-29,130.6433868408203,trend_60d,0.002,2024-06-21,138.54672241210938,16,atr_trail,6.05%,5.85%
MU,AI半導體,誘多,2024-06-12,139.7480926513672,base_60d,0.002,2024-06-13,142.12109375,1,volume_weak,1.70%,1.50%
MU,AI半導體,誘多,2024-06-12,139.7480926513672,risk_30d,0.002,2024-07-16,126.69319915771484,22,risk_stop,-9.34%,-9.54%
